text,airline_sentiment
  virginamerica give a credit for my late flight flight yesterday   great service         that be a wow moment   unexpected gesture  ,2
  virginamerica i need a receipt for a flight change   can you send one  ,1
  virginamerica   i submit a status match request a while back and still have not hear   i be fly on monday   can you look   accelerate  ,0
  virginamerica have me at their safety video       http    t co cqmmnuem love my first cross country flight     livewelltraveled   sytycd,2
  virginamerica that do not look to fat to me   it look yummy  ,2
  virginamerica ceo say   southwest     jetblue have stray from low cost model   http    t co sctomh,1
  virginamerica a brilliant brisk be in boston in cue for vx http    t co rmznivgmg,1
  virginamerica atlantic plough a lone furrow in the   middleeast http    t co fvudmhpf   thenationaluae,1
  virginamerica atlantic plough a lone furrow in the   middleeast http    t co dcoboknee   thenationaluae,1
  virginamerica atlantic plough a lone furrow in the   middleeast http    t co vwpttlh   thenationaluae,1
  virginamerica omg omg  nonstop dallas to austin on virgin ,2
  virginamerica your plan be really pretty   just think you should know that      ,2
  virginamerica when be you fly to hawaii,1
  virginamerica i be pull my hair out try to book a flight with you   your site do not work on iphone or ipad do not have a computer   help,0
  virginamerica thank you,2
  virginamerica can i get some help with a support ticket   it be be days   incident     thank you  ,0
  virginamerica good to be home   texas   moodlighting http    t co nbvztyzi,2
  virginamerica i can not even open my laptop in seat c and i pay a premium for this       let me out of here  ,0
  virginamerica i be in seat c and i can not even open my laptop   and i pay extra for this seat    ,0
    virginamerica if only you guy be start those flight at the end of the month   guess i be still road trip on feb  ,1
  virginamerica thank for that   be need a way to make those austin trip from dca   and now you have come through  ,2
  virginamerica announce new route to austin w fares from    way   http    t co gapbamuc,1
  virginamerica really   sprint   i think you guy be  kewl     _,1
  virginamerica this be too cool   never be on you be plan but now i will    ,2
  virginamerica you should have dollar lax las fare      ,1
  virginamerica great   well deserve  ,2
  virginamerica fyi the info   virginamerica com email address you say to contact in password reset email do not exist   email bounce  ,0
  virginamerica status match   weeks have go by and no news flt next week   hope flt will count towards requirement   cust svc no help      ,0
  virginamerica your website suck donkey dicks   just think you should know   all best  ,0
  virginamerica you should still develop an app   then you will be my favorite airline  ,1
  virginamerica all crap channel which be why i pay to watch uk tv,0
  virginamerica get it   all set   thank  ,2
  virginamerica no a  s channel this year  ,1
  virginamerica only thing i see on passbook be virgin mobile mexico   how do i integrate  ,1
  virginamerica giants and virgin america   a match make in heaven  ,2
  virginamerica thank goodness     also   see you friday   nwk   sf   boom  ,2
  virginamerica how come you do not have an iphone app   still use and make me waste paper  ,0
  virginamerica your back of seat entertainment system do not accept credit card that have an apostrophe in the surname     apostrophefail,0
  virginamerica when will vx use all lga slot instead of today   add aus make this less likely    ,0
  virginamerica be help me step up my   tinder game     tindertips   tinderchamp http    t co jbmvvhaa,1
  virginamerica i love you be people and product   thing be y do you charge for herbal tea but not black tea   i be not a caffeine drinker,2
  virginamerica thank you   see you all soon   i be excite to see the expansion of destinations   spread those wing  ,2
  virginamerica announce new nonstop connect   austinairport     dallaslovefield     intro   http    t co qxnoaqtyn http    t co jkqmdfqgf,1
  virginamerica add austin dallas love field route   http    t co xwjolflh http    t co yaormfkac,1
  virginamerica sad to learn you no longer fly sfo   phl   hope it return  ,0
  virginamerica   can you tweet me the cancel flight chng fee for a flight   or can i rebook under one of your affiliate   if so   who be afiliates  ,1
  virginamerica have the most incredible customer service i have ever experience   so refresh  ,2
  virginamerica now   when will we see virginamerica come to philadelphia   phl    ,1
  virginamerica   be i dream   do you really just open up a route between dallas and austin     and do this mean houston might be next  ,2
  virginamerica omg finally,2
  virginamerica to start xweekly   a flight from to   dallas   dallaslovefield   austin on apr   avgeek,1
  virginamerica nice to see you expand in texas but do not forget about us here in   sandiego   i would love to see more flight out of here  ,1
  virginamerica kind of suck my earphone jack do not work on my flight   they may want to look into that for future passengers,0
  virginamerica very poor experience   first computer problem now seat malfunction   stick   miss meet in san diego  ,0
  virginamerica to battle   southwestair on   dallaslovefield    austinairport route http    t co rlzebkx via   usatoday,1
  virginamerica   thankyou the dal aus route make my day        ,2
  virginamerica awesome deal dal aus for only   each way   https    t co xcvqxykg,2
  virginamerica i miss the   nerdbird in san jose,1
  virginamerica love it   take   southwestair on in their backyard   consumers win when biz compete  ,2
  virginamerica   be fly from love to austin now   that be most excellent news  ,2
